"","X","contributions","between_centrality","loc","member","org"
"10688","rajraj",1,0,"[]","False","tensorflow"
"10689","rajveermalviya",1,0,"[]","False","tensorflow"
"10690","rakeshchada",6,1.70969724551053e-05,"[]","False","tensorflow"
"10691","ralscha",1,0,"[]","False","tensorflow"
"10692","ramakumar1729",68,0,"[]","False","tensorflow"
"10693","random-forests",58,0.000687264033298457,"[]","False","tensorflow"
"10694","ranjita-naik",1,0,"[]","False","tensorflow"
"10695","ransford2011",3,0,"Santa Clara, CA","False","tensorflow"
"10696","raoqiyu",1,0,"[]","False","tensorflow"
"10697","raphael-sch",1,0,"[]","False","tensorflow"
"10698","rapsealk",2,0,"[]","False","tensorflow"
"10699","rasbt",1,0,"[]","False","tensorflow"
"10700","raskutti",16,0.00031134420165464,"[]","False","tensorflow"
"10701","rasmi",2,0.000442150268141946,"[]","False","tensorflow"
"10702","ravi9",6,0,"","False","tensorflow"
"10703","ravwojdyla",5,0.000347899893893578,"[]","False","tensorflow"
"10704","raw-pointer",5,0,"[]","False","tensorflow"
"10705","raymond-yuan",27,0.000355725354600699,"[]","False","tensorflow"
"10706","raymondr",3,0.000127197236947833,"[]","False","tensorflow"
"10707","razorx89",4,0,"[]","False","tensorflow"
"10708","rchao",353,0.00135213446155105,"","False","tensorflow"
"10709","rchen152",3,0.000623228995890699,"[]","False","tensorflow"
"10710","rcompton",1,0,"[]","False","tensorflow"
"10711","rcrowe-google",166,0.00210324888155429,"[]","False","tensorflow"
"10712","rcshubhadeep",1,0,"[]","False","tensorflow"
"10713","rdhindsa14",1,0,"[]","False","tensorflow"
"10714","rdzhabarov",1,0,"[]","False","tensorflow"
"10715","real-brilliant",2,0,"[]","False","tensorflow"
"10716","realdoug",1,0,"Brooklyn, NY","False","tensorflow"
"10717","redpoint13",4,0,"[]","False","tensorflow"
"10718","redshiftzero",4,0,"[]","False","tensorflow"
"10719","reedwm",461,0.00172560370385646,"","False","tensorflow"
"10720","refraction-ray",1,0,"[]","False","tensorflow"
"10721","regiontog",23,0,"[]","False","tensorflow"
"10722","reighlan",4,0,"E. Palo Alto, CA","False","tensorflow"
"10723","reiinakano",18,0,"[]","False","tensorflow"
"10724","relational",1,0,"[]","False","tensorflow"
"10725","rengglic",2,0,"[]","False","tensorflow"
"10726","renjie-liu",243,4.05906521560295e-05,"[]","False","tensorflow"
"10727","renning22",1,0,"","False","tensorflow"
"10728","repoloper",1,0,"[]","False","tensorflow"
"10729","resec",1,0,"[]","False","tensorflow"
"10730","revan",133,6.85579243875377e-05,"[]","False","tensorflow"
"10731","rexmas",1,0,"","False","tensorflow"
"10732","rezama",4,0,"[]","False","tensorflow"
"10733","rfeinman",41,0,"[]","False","tensorflow"
"10734","rhaertel80",1,0,"[]","False","tensorflow"
"10735","richard-uhler",1,0,"[]","False","tensorflow"
"10736","richardaecn",15,0,"[]","False","tensorflow"
"10737","rickiepark",279,1.70969724551053e-05,"[]","False","tensorflow"
"10738","rickwierenga",32,0.000537544286850028,"[]","False","tensorflow"
"10739","rickycao-qy",1,0,"[]","False","tensorflow"
"10740","ricmatsui",1,0,"[]","False","tensorflow"
"10741","ricoms",1,0,"[]","False","tensorflow"
"10742","ricsinaruto",2,0,"[]","False","tensorflow"
"10743","ricvo",4,0,"[]","False","tensorflow"
"10744","rigeljs",2,0,"[]","False","tensorflow"
"10745","rikvdkleij",4,0,"[]","False","tensorflow"
"10746","rileytg",1,0,"[]","False","tensorflow"
"10747","rilut",2,0,"[]","False","tensorflow"
"10748","ringw",168,0.000822414461273428,"New York","False","tensorflow"
"10749","rinugun",43,0,"[]","False","tensorflow"
"10750","ritwik12",1,0,"[]","False","tensorflow"
"10751","rjdoubleu",1,0,"[]","False","tensorflow"
"10752","rjpower",167,0.00128308867105844,"[]","False","tensorflow"
"10753","rkeshwani",1,0,"[]","False","tensorflow"
"10754","rky0930",1,0,"[]","False","tensorflow"
"10755","rllin-fathom",4,0,"[]","False","tensorflow"
"10756","rmccorm4",2,0,"[]","False","tensorflow"
"10757","rmlarsen",158,0.00248872961415629,"San Francisco Bay Area","False","tensorflow"
"10758","robert-wagner",1,0,"[]","False","tensorflow"
"10759","robertbrignull",2,6.08574119799823e-05,"[]","False","tensorflow"
"10760","robertlugg",3,0.000289168988983717,"[]","False","tensorflow"
"10761","robertwb",2,5.22316064314161e-05,"[]","False","tensorflow"
"10762","robsco-git",1,0,"[]","False","tensorflow"
"10763","robseward",6,0,"[]","False","tensorflow"
"10764","rodrigopivi",1,0,"[]","False","tensorflow"
"10765","rogerthat94",9,0,"[]","False","tensorflow"
"10766","rohan-anil",14,0,"[]","False","tensorflow"
"10767","rohan100jain",412,0.0101328886193029,"Mountain View","False","tensorflow"
"10768","rohitrawat",1,0,"[]","False","tensorflow"
"10769","romeokienzler",2,0,"[]","False","tensorflow"
"10770","ronaldseoh",7,0,"[]","False","tensorflow"
"10771","rongjiecomputer",64,0.000180398091053354,"[]","False","tensorflow"
"10772","ronrest",3,0,"[]","False","tensorflow"
"10773","ronw",42,0.00045902963583526,"[]","False","tensorflow"
"10774","rosbo",1,0,"[]","False","tensorflow"
"10775","roselander",25,0,"[]","False","tensorflow"
"10776","roumposg",1,0,"[]","False","tensorflow"
"10777","royaurko",58,0.00286984664179188,"[]","False","tensorflow"
"10778","roywei",1,0,"[]","False","tensorflow"
"10779","rpasricha",1,0,"[]","False","tensorflow"
"10780","rprabhavalkar",19,0,"[]","False","tensorflow"
"10781","rpryzant",2,0,"[]","False","tensorflow"
"10782","rrmistry",1,0,"[]","False","tensorflow"
"10783","rrtaylor",3,0,"[]","False","tensorflow"
"10784","rryan",137,0.00438074523261361,"Mountain View, CA","False","tensorflow"
"10785","rsarky",1,0,"[]","False","tensorflow"
"10786","rschlotterbeck",2,0,"[]","False","tensorflow"
"10787","rschulman",1,0,"[]","False","tensorflow"
"10788","rsdmse",1,0,"[]","False","tensorflow"
"10789","rsepassi",715,0.00109941842149827,"[]","False","tensorflow"
"10790","rshin",7,0,"[]","False","tensorflow"
"10791","rsuderman",107,0.000648585358424092,"[]","False","tensorflow"
"10792","rthadur",28,0.0124225723990848,"San Francisco","False","tensorflow"
"10793","rummens",5,0,"[]","False","tensorflow"
"10794","ruomingp",157,0,"[]","False","tensorflow"
"10795","ruoyu90",10,8.76924008472034e-05,"[]","False","tensorflow"
"10796","rupei",100,0,"[]","False","tensorflow"
"10797","rushabh-v",11,0.00228020372354061,"[]","False","tensorflow"
"10798","ruslo",3,0,"[]","False","tensorflow"
"10799","rwightman",1,0,"[]","False","tensorflow"
"10800","rxsang",224,0.00150981937384886,"[]","False","tensorflow"
"10801","rxwei",318,0.00162752977258918,"Bay Area","False","tensorflow"
"10802","ry",12,0,"[]","False","tensorflow"
"10803","rybakov",1,0,"[]","False","tensorflow"
"10804","rzhe97",1,0,"[]","False","tensorflow"
"10805","rzumer",3,0,"[]","False","tensorflow"
"10806","s-gupta",5,0,"[]","False","tensorflow"
"10807","s1ddok",3,1.54143467379652e-05,"[]","False","tensorflow"
"10808","s73obrien",2,0,"[]","False","tensorflow"
"10809","saberkun",583,0.00136279362450195,"","False","tensorflow"
"10810","sachinmuradi",1,0,"","False","tensorflow"
"10811","saeta",274,0.00728733416819593,"","False","tensorflow"
"10812","saintmalik",1,0,"[]","False","tensorflow"
"10813","salcc",2,0,"[]","False","tensorflow"
"10814","salifm",1,0,"[]","False","tensorflow"
"10815","sam-mccall",6,0,"Munich","False","tensorflow"
"10816","samfishman",53,0,"[]","False","tensorflow"
"10817","samholt",2,0,"[]","False","tensorflow"
"10818","samikama",188,0.000426306880561308,"","False","tensorflow"
"10819","samjabrahams",26,0,"[]","False","tensorflow"
"10820","samuel500",4,0,"[]","False","tensorflow"
"10821","sana-damani",2,0,"[]","False","tensorflow"
"10822","sanadamani",33,0,"[]","False","tensorflow"
"10823","sanchom",1,0,"[]","False","tensorflow"
"10824","sandeepngupta",15,0.00369845294010562,"[]","False","tensorflow"
"10825","sandeeprepakula",1,0,"[]","False","tensorflow"
"10826","sandeepsn1997",1,0,"[]","False","tensorflow"
"10827","sandersk",5,0.00025717122524334,"","False","tensorflow"
"10828","sanjoy",828,0.00100899777448133,"[]","False","tensorflow"
"10829","sanket-kamthe",3,0,"[]","False","tensorflow"
"10830","sanmai-NL",1,0,"[]","False","tensorflow"
"10831","sannykim",1,0,"[]","False","tensorflow"
"10832","santosh-d3vpl3x",2,0,"[]","False","tensorflow"
"10833","sapphi-red",4,0,"[]","False","tensorflow"
"10834","sarahmaddox",1,0,"[]","False","tensorflow"
"10835","sararob",16,7.51145915403167e-05,"San Francisco, CA","False","tensorflow"
"10836","sarthakforwet",3,0,"[]","False","tensorflow"
"10837","sarthfrey",2,0,"[]","False","tensorflow"
"10838","sasadep",1,0,"San Francisco ","False","tensorflow"
"10839","satojkovic",2,0,"[]","False","tensorflow"
"10840","satsumas",6,1.70969724551053e-05,"[]","False","tensorflow"
"10841","saudet",37,0,"[]","False","tensorflow"
"10842","sauercrowd",4,0.000246483579421559,"[]","False","tensorflow"
"10843","saugenst",8,0,"[]","False","tensorflow"
"10844","saxena-ashish-g",16,0,"[]","False","tensorflow"
"10845","saxenasaurabh",299,0.00185552202499886,"[]","False","tensorflow"
"10846","say4n",1,0,"[]","False","tensorflow"
"10847","sayakpaul",15,0.000536073162149603,"[]","False","tensorflow"
"10848","sayantan-nervana",174,0,"San Diego","False","tensorflow"
"10849","sayoojbk",2,0,"[]","False","tensorflow"
"10850","sb2nov",94,0.000306777397543264,"[]","False","tensorflow"
"10851","sbrodehl",4,0.000197496041171291,"[]","False","tensorflow"
"10852","sbruch",10,0,"[]","False","tensorflow"
"10853","schani",3,0,"[]","False","tensorflow"
"10854","schien1729",74,0.00011274248715288,"[]","False","tensorflow"
"10855","schneiderl",1,0,"Brazil","False","tensorflow"
"10856","schweitzpgi",9,0,"[]","False","tensorflow"
"10857","scottamain",5,0.000195972988113107,"[]","False","tensorflow"
"10858","scottyak",35,0,"","False","tensorflow"
"10859","sculd",2,0,"[]","False","tensorflow"
"10860","sdenel",1,0,"[]","False","tensorflow"
"10861","sdll",12,0.00156261105467244,"Moscow","False","tensorflow"
"10862","seanccho",1,0,"[]","False","tensorflow"
"10863","seano314",13,3.34985315399435e-06,"[]","False","tensorflow"
"10864","seanpmorgan",302,8.78430774337341e-05,"[]","False","tensorflow"
"10865","secsilm",2,1.70969724551053e-05,"[]","False","tensorflow"
"10866","see--",1,0,"[]","False","tensorflow"
"10867","seeekr",1,0,"[]","False","tensorflow"
"10868","seemuch",84,0.000562405464585336,"[]","False","tensorflow"
"10869","seetea",1,0,"[]","False","tensorflow"
"10870","sefira",1,0,"[]","False","tensorflow"
"10871","segaviv",10,0,"[]","False","tensorflow"
"10872","senarvi",4,0,"[]","False","tensorflow"
"10873","seongahjo",1,0,"[]","False","tensorflow"
"10874","seranus",2,0,"[]","False","tensorflow"
"10875","serenalwang",3,0,"[]","False","tensorflow"
"10876","sermanet",2,0,"[]","False","tensorflow"
"10877","serv-inc",4,0.00192597414670862,"","False","tensorflow"
"10878","sethtroisi",137,0.000451398047105915,"Seattle","False","tensorflow"
"10879","seungjaeryanlee",18,0.000947537436532707,"[]","False","tensorflow"
"10880","sfujiwara",33,0.00343303975363987,"Japan","False","tensorflow"
"10881","sganeshb",44,0.000816475740444948,"","False","tensorflow"
"10882","sguada",188,0.00197440692754437,"United States","False","tensorflow"
"10883","sgugger",23,6.81133992145434e-05,"","False","tensorflow"
"10884","shabalind",13,0.000100617675660625,"Zurich","False","tensorflow"
"10885","shadaj",5,2.94898913897555e-05,"UC Berkeley","False","tensorflow"
"10886","shaddyhm",2,0,"[]","False","tensorflow"
"10887","shadowdragon89",22,0.000138433733011011,"[]","False","tensorflow"
"10888","shafi-dayatar",1,0,"[]","False","tensorflow"
"10889","shahzeb1",1,0,"[]","False","tensorflow"
"10890","shakedel",1,0,"Israel","False","tensorflow"
"10891","shamoya",3,6.61674996403577e-05,"","False","tensorflow"
"10892","shancarter",138,0.000970185146268023,"[]","False","tensorflow"
"10893","shanqing-cai",4,0,"[]","False","tensorflow"
"10894","shanshanpt",1,0,"[]","False","tensorflow"
"10895","sharadmv",97,0,"[]","False","tensorflow"
"10896","sharannarang",18,0.000211891191636527,"[]","False","tensorflow"
"10897","sharanramjee",41,0,"[]","False","tensorflow"
"10898","sharathns93",11,0,"","False","tensorflow"
"10899","shashishekhar",125,0,"[]","False","tensorflow"
"10900","shashvatshahi1998",40,0.000758972854740541,"[]","False","tensorflow"
"10901","shawpan",1,0,"Stockholm, Sweden","False","tensorflow"
"10902","sheatsley",3,0,"[]","False","tensorflow"
"10903","shengfuintel",1,0,"","False","tensorflow"
"10904","shenqixiaojiang",2,0,"[]","False","tensorflow"
"10905","sherhut",196,0.000219098322263804,"[]","False","tensorflow"
"10906","sherrym",51,0.000492159783025409,"","False","tensorflow"
"10907","sherryy",5,0,"","False","tensorflow"
"10908","shingt",2,3.24729074966546e-05,"Palo Alto","False","tensorflow"
"10909","shitian-ni",4,1.70969724551053e-05,"[]","False","tensorflow"
"10910","shivaniag",127,0.00203635008803041,"[]","False","tensorflow"
"10911","shivaylamba",2,0.00181770929240267,"New Delhi, India","False","tensorflow"
"10912","shizhiw",23,4.72938632804944e-05,"[]","False","tensorflow"
"10913","shlens",23,0.000344218870290168,"[]","False","tensorflow"
"10914","shoaibahmed",2,0,"[]","False","tensorflow"
"10915","shohinighosh",4,0,"[]","False","tensorflow"
"10916","shopped",1,0,"[]","False","tensorflow"
"10917","shresthamalik",35,0,"San Diego","False","tensorflow"
"10918","shreyashankar",9,0,"[]","False","tensorflow"
"10919","shreyashpatodia",3,0.000348145558551981,"[]","False","tensorflow"
"10920","shreyashub",1,0,"[]","False","tensorflow"
"10921","shs037",9,0,"[]","False","tensorflow"
"10922","shuklak13",89,0.000118747190886744,"San Francisco, CA","False","tensorflow"
"10923","shuminghu",1,0,"[]","False","tensorflow"
"10924","shun-lin",10,0,"[]","False","tensorflow"
"10925","shutovilya",1,0,"[]","False","tensorflow"
"10926","shuvoxcd01",2,0,"[]","False","tensorflow"
"10927","si-you",15,0,"[]","False","tensorflow"
"10928","siddharth-agrawal",23,0,"[]","False","tensorflow"
"10929","siju-samuel",144,0.000166124457989749,"[]","False","tensorflow"
"10930","silky",4,0,"[]","False","tensorflow"
"10931","silvasean",104,0.000160180895872116,"[]","False","tensorflow"
"10932","simeoncarstens",9,0,"[]","False","tensorflow"
"10933","simonster",3,0.000344218870290168,"[]","False","tensorflow"
"10934","sindhu-nervana",64,0,"San Diego ","False","tensorflow"
"10935","siyavash",6,0,"[]","False","tensorflow"
"10936","sjamesr",79,0.00017540480716752,"[]","False","tensorflow"
"10937","sjaz24",3,0,"[]","False","tensorflow"
"10938","sjmielke",2,0,"[]","False","tensorflow"
"10939","skavulya",11,0,"[]","False","tensorflow"
"10940","skeydan",8,0,"[]","False","tensorflow"
"10941","skkligys",3,0,"[]","False","tensorflow"
"10942","sklan",1,0,"[]","False","tensorflow"
"10943","skvrahul",1,0,"[]","False","tensorflow"
"10944","skwbc",3,0.00151785181168933,"[]","False","tensorflow"
"10945","skye",392,0.000261767714782924,"[]","False","tensorflow"
"10946","slavpetrov",2,0,"[]","False","tensorflow"
"10947","sligocki",8,0,"Ithaca, NY, USA","False","tensorflow"
"10948","slobber",1,0,"","False","tensorflow"
"10949","sloos",7,0,"[]","False","tensorflow"
"10950","slowbull",10,0,"[]","False","tensorflow"
"10951","slyrx",1,0,"[]","False","tensorflow"
"10952","smit-hinsu",482,0.00519309551850418,"","False","tensorflow"
"10953","smoreira",10,0,"[]","False","tensorflow"
"10954","smsaladi",5,0.00211872948472149,"zsh","False","tensorflow"
"10955","smurching",1,0,"[]","False","tensorflow"
"10956","snakers4",2,0,"[]","False","tensorflow"
"10957","snaves",1,0,"[]","False","tensorflow"
"10958","snease-abq",23,0.000118641205419382,"[]","False","tensorflow"
"10959","snnn",38,0.000200489772142573,"[]","False","tensorflow"
"10960","snurkabill",2,0,"[]","False","tensorflow"
"10961","soaxelbrooke",2,0,"[]","False","tensorflow"
"10962","sofienbouaziz",26,0,"[]","False","tensorflow"
"10963","solma",8,1.22920165938752e-05,"[]","False","tensorflow"
"10964","songmeixu",1,0,"[]","False","tensorflow"
"10965","sophiagu",2,0,"[]","False","tensorflow"
"10966","sorensenjs",2,0,"[]","False","tensorflow"
"10967","sorhus",2,0,"[]","False","tensorflow"
"10968","sorig",2,0,"[]","False","tensorflow"
"10969","soroushj",3,3.01066419241933e-05,"","False","tensorflow"
"10970","sosunnyproject",1,0,"[]","False","tensorflow"
"10971","souramoo",2,0,"[]","False","tensorflow"
"10972","sourcefrog",1,0,"[]","False","tensorflow"
"10973","spazmodius",1,0,"[]","False","tensorflow"
"10974","spencerkohan",1,0,"[]","False","tensorflow"
"10975","splatonline",1,0,"[]","False","tensorflow"
"10976","srihari-humbarwadi",3,0,"[]","False","tensorflow"
"10977","srikanthbandaru",1,0,"[]","False","tensorflow"
"10978","srjoglekar246",162,0.000677681815126625,"[]","False","tensorflow"
"10979","srvasude",261,0.000255393543960066,"[]","False","tensorflow"
"10980","sscardapane",2,0,"[]","False","tensorflow"
"10981","sshmulyian",1,0,"[]","False","tensorflow"
"10982","sshrdp",3,0.000311540041205662,"[]","False","tensorflow"
"10983","ssjhv",35,0.000777841326920374,"[]","False","tensorflow"
"10984","sswapnil2",3,0,"[]","False","tensorflow"
"10985","st--",8,0,"[]","False","tensorflow"
"10986","stabuev",407,1.70969724551053e-05,"[]","False","tensorflow"
"10987","staff0rd",3,0,"[]","False","tensorflow"
"10988","stahh",2,0,"[]","False","tensorflow"
"10989","stakky",2,0,"[]","False","tensorflow"
"10990","stanpcf",1,0,"[]","False","tensorflow"
"10991","stas-sl",1,0,"[]","False","tensorflow"
"10992","stefan-falk",9,0,"[]","False","tensorflow"
"10993","stefan-it",38,0.000191737627344876,"[]","False","tensorflow"
"10994","stefangeneralao",1,0,"","False","tensorflow"
"10995","stefanom",4,0,"[]","False","tensorflow"
"10996","stefsietz",1,0,"[]","False","tensorflow"
"10997","stellaraccident",94,0.00102763899215362,"[]","False","tensorflow"
"10998","stephanwlee",521,0.00030134510025786,"","False","tensorflow"
"10999","steren",2,3.01066419241933e-05,"San Francisco","False","tensorflow"
"11000","stewbasic",1,0,"[]","False","tensorflow"
"11001","strubell",1,0,"[]","False","tensorflow"
"11002","stsievert",3,0,"[]","False","tensorflow"
"11003","sub-mod",1,0,"[]","False","tensorflow"
"11004","sudroy",2,0,"[]","False","tensorflow"
"11005","suharshs",340,0.000780368678290565,"[]","False","tensorflow"
"11006","sukritiramesh",157,0.000166124457989749,"[]","False","tensorflow"
"11007","summer-yue",46,0.000179463662382987,"[]","False","tensorflow"
